"","ID","TotID","Year","Plot","SPP","Status","RWI.x","gini.x","PmET.x","CMD.x","tCWD.x","mTMX.x","mTMN.x","tPPT.x","TerraDEF.x","TerraPDSI.x","cindex.x","mHSF.x","sdHSF.x","mLumenLength.x","sdLumenLength.x","mdblwall.x","sddblwall.x","mHSFsl.x","sdHSFsl.x","c(TotID)","RWI","gini","PmET","CMD","tCWD","mTMX","mTMN","tPPT","TerraDEF","TerraPDSI","cindex","mHSF","sdHSF","mLumenLength","sdLumenLength","mdblwall","sddblwall","mHSFsl","sdHSFsl","RWI.x1","gini.x1","PmET.x1","CMD.x1","tCWD.x1","mTMX.x1","mTMN.x1","tPPT.x1","TerraDEF.x1","TerraPDSI.x1","cindex.x1","mHSF.x1","sdHSF.x1","mLumenLength.x1","sdLumenLength.x1","RWI.x2","gini.x2","PmET.x2","CMD.x2","tCWD.x2","mTMX.x2","mTMN.x2","tPPT.x2","TerraDEF.x2","TerraPDSI.x2","cindex.x2","mHSF.x2","sdHSF.x2","mLumenLength.x2","sdLumenLength.x2","RWIDEF","RWIDEF1","RWIPET","RWIPET1","RWICWD","RWICWD1","RWICMD","RWICMD1","RWIPDSI","RWIPDSI1","RWITMN","RWITMN1","mHSFDEF","mHSFDEF1","mHSFPET","mHSFPET1","mHSFCWD","mHSFCWD1","mHSFCMD","mHSFCMD1","mHSFPDSI","mHSFPDSI1","mHSFTMN","mHSFTMN1","HSFgini"
"RP1DT2","RP1DT2",4576,2017,"RP1","PIPO",1,1.21772416704486,0.247,NA,786,508.4,33.3,13.32,0.07,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21772416704486,0.247,NA,786,508.4,33.3,13.32,0.07,660.8,59.39,NA,NA,NA,NA,NA,1.21772416704486,0.247,NA,786,508.4,33.3,13.32,0.07,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RP1DT3","RP1DT3",4577,2017,"RP1","PIPO",1,1.03332725165918,0.147,NA,786,508.4,33.3,13.32,0.07,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03332725165918,0.147,NA,786,508.4,33.3,13.32,0.07,660.8,59.39,NA,NA,NA,NA,NA,1.03332725165918,0.147,NA,786,508.4,33.3,13.32,0.07,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1012","SJ1012",4578,2017,"SJ1","PILA",0,1.19800018752797,0.178,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,31.88347122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19800018752797,0.178,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,31.88347122,NA,NA,NA,NA,1.19800018752797,0.178,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,31.88347122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1039","SJ1039",4579,2017,"SJ1","ABMA",1,0.819073694522349,0.212,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,25.02970475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819073694522349,0.212,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,25.02970475,NA,NA,NA,NA,0.819073694522349,0.212,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,25.02970475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1040","SJ1040",4580,2017,"SJ1","ABCO",0,1.09476843075165,0.297,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,31.67569697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09476843075165,0.297,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,31.67569697,NA,NA,NA,NA,1.09476843075165,0.297,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,31.67569697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1041","SJ1041",4581,2017,"SJ1","ABMA",1,0.553770857342967,0.308,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,27.73362526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553770857342967,0.308,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,27.73362526,NA,NA,NA,NA,0.553770857342967,0.308,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,27.73362526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1055","SJ1055",4582,2017,"SJ1","ABMA",0,0.904022732955144,0.16,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,9.181667269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904022732955144,0.16,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,9.181667269,NA,NA,NA,NA,0.904022732955144,0.16,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,9.181667269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ12AP","SJ12AP",4583,2017,"SJ1","PIJE",0,0.995958756617503,0.42,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995958756617503,0.42,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,0.995958756617503,0.42,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OP1","SJ1OP1",4584,2017,"SJ1","PIJE",0,1.0552549804838,0.353,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0552549804838,0.353,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,1.0552549804838,0.353,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OP2","SJ1OP2",4585,2017,"SJ1","PIJE",0,0.989742196432524,0.42,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989742196432524,0.42,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,0.989742196432524,0.42,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OPB","SJ1OPB",4586,2017,"SJ1","PIJE",0,0.863958530888484,0.351,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863958530888484,0.351,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,0.863958530888484,0.351,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OPN","SJ1OPN",4587,2017,"SJ1","PIJE",0,0.618097879087318,0.387,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618097879087318,0.387,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,0.618097879087318,0.387,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OPX","SJ1OPX",4588,2017,"SJ1","PIJE",0,1.0305202567713,0.393,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0305202567713,0.393,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,1.0305202567713,0.393,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OPY","SJ1OPY",4589,2017,"SJ1","PILA",0,0.873793004530494,0.24,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873793004530494,0.24,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,0.873793004530494,0.24,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ1OPZ","SJ1OPZ",4590,2017,"SJ1","PIJE",0,0.776254452524297,0.241,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776254452524297,0.241,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,0.776254452524297,0.241,NA,518,437.5,25.79,7.94,0.2,468.1,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJP002","SJP002",4591,2017,"SJP","CADE",0,0.434390046018333,0.365,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.373447368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434390046018333,0.365,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.373447368,NA,NA,NA,NA,0.434390046018333,0.365,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.373447368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJP004","SJP004",4592,2017,"SJP","PIPO",0,0.939055638140388,0.554,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.748675178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939055638140388,0.554,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.748675178,NA,NA,NA,NA,0.939055638140388,0.554,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.748675178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJP010","SJP010",4593,2017,"SJP","PIPO",0,1.34910317610389,0.212,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.585049289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34910317610389,0.212,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.585049289,NA,NA,NA,NA,1.34910317610389,0.212,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.585049289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27
"SJP045","SJP045",4594,2017,"SJP","PIJE",0,0.859591044239259,0.347,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,8.192249281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859591044239259,0.347,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,8.192249281,NA,NA,NA,NA,0.859591044239259,0.347,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,8.192249281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJP047","SJP047",4595,2017,"SJP","PIJE",0,0.799754697429626,0.26,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.25620443,0.705996987566821,1.43671328560925,7.00140293398533,3.14585530559908,5.15063667481663,4.1516313201152,952.30538132018,517.018319776609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799754697429626,0.26,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.25620443,0.705996987566821,1.43671328560925,7.00140293398533,3.14585530559908,0.799754697429626,0.26,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.25620443,0.705996987566821,1.43671328560925,7.00140293398533,3.14585530559908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147
"SJP051","SJP051",4596,2017,"SJP","PIJE",0,0.696550755326431,0.246,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.009604212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696550755326431,0.246,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.009604212,NA,NA,NA,NA,0.696550755326431,0.246,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.009604212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJP058","SJP058",4597,2017,"SJP","PIJE",0,NA,0.132,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,7.132021124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,7.132021124,NA,NA,NA,NA,NA,0.132,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,7.132021124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112
"SJP067","SJP067",4598,2017,"SJP","PIJE",0,NA,0.283,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.11304461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.11304461,NA,NA,NA,NA,NA,0.283,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,9.11304461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJP069","SJP069",4599,2017,"SJP","PIPO",0,NA,0.39,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,14.44868885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,14.44868885,NA,NA,NA,NA,NA,0.39,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,14.44868885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJP081","SJP081",4600,2017,"SJP","PIJE",1,0.738303031226801,0.378,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,18.81414364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738303031226801,0.378,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,18.81414364,NA,NA,NA,NA,0.738303031226801,0.378,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,18.81414364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203
"SJP086","SJP086",4601,2017,"SJP","PIPO",0,NA,0.141,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.707975367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.707975367,NA,NA,NA,NA,NA,0.141,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.707975367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJP087","SJP087",4602,2017,"SJP","CADE",0,NA,0.166,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.212715764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.212715764,NA,NA,NA,NA,NA,0.166,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,3.212715764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJP090","SJP090",4603,2017,"SJP","PIPO",0,NA,0.186,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,1.245304649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,1.245304649,NA,NA,NA,NA,NA,0.186,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,1.245304649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097
"SJP091","SJP091",4604,2017,"SJP","PIPO",1,NA,0.242,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,4.074107642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,4.074107642,NA,NA,NA,NA,NA,0.242,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,4.074107642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216
"SJP118","SJP118",4605,2017,"SJP","PIPO",0,NA,0.37,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,5.171519653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,5.171519653,NA,NA,NA,NA,NA,0.37,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,5.171519653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
"SJP201","SJP201",4606,2017,"SJP","PIJE",1,1.26691076709961,0.198,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.051268019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26691076709961,0.198,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.051268019,NA,NA,NA,NA,1.26691076709961,0.198,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,2.051268019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091
"SJP2AP","SJP2AP",4607,2017,"SJP","PIJE",0,1.00534866284911,0.28,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00534866284911,0.28,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,NA,NA,NA,NA,NA,1.00534866284911,0.28,NA,536,441.9,26.04,8.17,0.18,500.5,36.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1005","SP1005",4608,2017,"SP1","PIPO",1,0.717372308492073,0.473,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.231605703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717372308492073,0.473,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.231605703,NA,NA,NA,NA,0.717372308492073,0.473,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.231605703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1017","SP1017",4609,2017,"SP1","PIPO",0,1.08601389720766,0.195,NA,692,469.5,28.39,10.23,0.11,598,40.03,13.14869819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08601389720766,0.195,NA,692,469.5,28.39,10.23,0.11,598,40.03,13.14869819,NA,NA,NA,NA,1.08601389720766,0.195,NA,692,469.5,28.39,10.23,0.11,598,40.03,13.14869819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1028","SP1028",4610,2017,"SP1","PIPO",0,1.44798101821444,0.304,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.92870256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44798101821444,0.304,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.92870256,NA,NA,NA,NA,1.44798101821444,0.304,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.92870256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1035","SP1035",4611,2017,"SP1","PIPO",1,1.79636046595425,0.309,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.674302458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79636046595425,0.309,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.674302458,NA,NA,NA,NA,1.79636046595425,0.309,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.674302458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1088","SP1088",4612,2017,"SP1","PIPO",1,0.135920076423795,0.583,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94916859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135920076423795,0.583,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94916859,NA,NA,NA,NA,0.135920076423795,0.583,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94916859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
