,FullID,Year,avg.HSF,max.HSF,min.HSF,sd.HSF,se.HSF,avg.Lum,max.Lum,min.Lum,sd.Lum,se.Lum,avg.dblwall,max.dblwall,min.dblwall,sd.dblwall,se.dblwall
209,SP1 252 1988,1988,0.666764778,12.56217002,0.023807569,1.076374328,0.025541233,4.158175788,14.8492,0.232,2.29742524,0.054515488,3.554947804,38.7471,0.232,3.999827903,0.094911716
210,SP1 252 1989,1989,0.739405563,13.16679836,0.01851704,1.214827832,0.024990956,4.331276682,14.6172,0.232,1.844747285,0.037949409,4.329555269,39.6752,0.232,5.011574672,0.103096126
211,SP1 252 1990,1990,0.604966762,10.87508081,0.017240098,0.951854139,0.027229195,4.692396072,16.4733,0.232,2.087467531,0.059715095,3.768403928,32.8307,0.232,4.168863151,0.119256494
212,SP1 252 1991,1991,0.861904679,14.19989656,0.023807569,1.853968638,0.06253281,4.840188282,13.2251,0.232,2.306633506,0.077800817,4.489518544,37.123,0.232,6.621418788,0.223334913
213,SP1 252 1992,1992,0.618559689,14.34992673,0.021737501,1.0579875,0.036657094,4.784932173,13.9211,0.232,2.492017373,0.086343284,3.477213926,33.2947,0.232,3.891513506,0.134832952
214,SP1 252 1993,1993,0.530567826,10.89307924,0.021737501,0.996736844,0.033676617,5.037135845,12.761,0.464,2.492291992,0.084206743,3.212243151,35.3829,0.232,4.126632023,0.139425975
215,SP1 252 1994,1994,1.20726651,13.54177142,0.034480196,2.490898323,0.153595371,3.479395817,7.4246,0.464,1.603570656,0.098880403,5.5089,39.6752,0.232,9.741100741,0.600662004
216,SP1 252 1995,1995,1.608411915,12.34992673,0.039996552,2.588174067,0.184399767,3.611010152,14.8492,0.9281,2.032880458,0.144836736,6.798031472,33.1787,0.464,9.053736041,0.645051984
217,SP1 252 1996,1996,0.949297333,11.42879133,0.018748586,1.389855519,0.041905721,4.104829455,12.529,0.232,2.29811065,0.069290643,5.113160455,38.8631,0.232,6.211461434,0.187282609
218,SP1 252 1997,1997,0.587453741,13.49962289,0.017240098,0.975148066,0.025733173,5.17647124,14.3852,0.232,3.109259857,0.082050229,3.130709192,31.4385,0.232,3.543112323,0.093499158
219,SP1 252 1998,1998,0.624729124,11.75086207,0.017044119,1.005232837,0.027553555,5.476579639,14.1531,0.232,3.104527984,0.085095492,3.640039745,32.1346,0.232,3.826430904,0.104882939
220,SP1 252 1999,1999,0.481363848,12.50107759,0.01851704,0.822433459,0.025237046,5.62415791,13.6891,0.232,3.125544569,0.0959099,3.139457815,28.6543,0.232,3.556647582,0.10913865
221,SP1 252 2000,2000,0.568404261,14.50107759,0.017240098,1.10817897,0.029907123,5.48817815,14.1531,0.232,3.087232205,0.083317077,3.196963219,32.9466,0.232,4.025092512,0.108627703
222,SP1 252 2001,2001,0.515018058,8.24997845,0.017240098,0.989586949,0.031988803,5.916355277,14.6172,0.232,3.280375564,0.106039482,3.118549843,34.3387,0.232,4.158882435,0.134437576
223,SP1 252 2002,2002,0.337071654,6.520885712,0.019998276,0.64235886,0.025735564,7.059622953,14.1531,0.232,3.245521006,0.130029053,2.498391332,36.3109,0.232,2.681678097,0.107439164
224,SP1 252 2003,2003,0.336465019,8.249757569,0.017240098,0.633155794,0.028175063,6.272312079,18.7935,0.232,3.469162074,0.154375686,2.129968515,23.0858,0.232,2.277584738,0.101351191
225,SP1 252 2004,2004,0.386021556,5.000035917,0.017240098,0.644856515,0.025651015,5.966770253,15.5452,0.232,3.343777373,0.133008322,2.14359019,18.2135,0.232,2.225658479,0.088531941
226,SP1 252 2005,2005,0.252414672,7.582818561,0.017440462,0.580283995,0.028906005,6.447585608,13.6891,0.232,2.815528412,0.14025146,1.820163027,14.1532,0.232,1.624201529,0.080907241
227,SP1 252 2006,2006,0.345224123,10.75086207,0.017240098,0.945456667,0.063454897,5.29985045,10.9049,0.232,2.774128003,0.186187281,1.749015315,21.6938,0.232,1.887549517,0.126684029
228,SP1 252 2007,2007,0.371967465,7.69993966,0.017240098,0.642819791,0.027335478,5.454744485,13.2251,0.232,3.239579131,0.137760918,2.062770705,22.0418,0.232,2.28854039,0.097318637
229,SP1 252 2008,2008,0.492305724,11.35733637,0.017240098,1.180256898,0.059310141,5.41845202,12.993,0.232,3.068863793,0.154216208,2.473683838,36.8909,0.232,4.206546413,0.211386911
230,SP1 D24 2007,2007,1.184070705,13.75107759,0.01851704,2.350605954,0.258012523,7.200961446,15.3132,0.232,4.071657558,0.446922479,6.447591566,29.9304,0.232,5.796060957,0.636200342
231,SP1 D24 2008,2008,1.564693196,14.37463635,0.041663674,2.607158955,0.208739775,6.130646795,13.2251,0.232,2.773106054,0.222026176,10.77102179,39.6752,0.232,9.90815957,0.79328765
232,SP1 D24 2009,2009,1.123858585,11.37469023,0.017855768,2.089775835,0.189979621,5.453395868,15.3132,0.232,4.382545551,0.398413232,5.448591736,36.7749,0.232,6.027629452,0.547966314
233,SP1 D24 2010,2010,0.614621668,5.483306037,0.038458988,0.67715477,0.052399809,7.774707186,14.8492,0.464,2.756821133,0.213329224,8.06368982,38.1671,0.232,6.447057673,0.498888301
234,SP1 D24 2011,2011,1.074220205,13.04177142,0.017240098,2.045533681,0.152043321,6.928510497,16.9374,0.232,4.148945063,0.308388658,7.006060221,39.9072,0.232,6.860304572,0.509922423
235,SP1 D24 2012,2012,1.443717116,9.656510964,0.044114292,1.897522304,0.130322367,4.784833491,16.0093,0.232,3.416982795,0.234679342,6.470254245,35.8469,0.232,4.762313828,0.327077057
236,SP1 D24 2013,2013,1.205529908,11.92879133,0.017044119,1.488649529,0.104482714,5.164980296,14.6172,0.232,3.246669253,0.227871509,6.787975369,38.7471,0.232,4.338219964,0.30448335
237,SP1 D24 2014,2014,0.65192186,9.500646552,0.071424173,1.245160001,0.115610204,7.42659569,14.3852,0.232,3.425096004,0.31801218,5.272414655,22.1578,0.232,3.401870041,0.315855704
238,SP1 D24 2015,2015,1.559883061,11.09990518,0.097558027,2.303855022,0.257578822,5.7714625,12.761,0.464,3.667487576,0.410037576,8.52957375,34.4548,0.232,6.603061424,0.73824471
239,SP1 DT4 2006,2006,0.601176198,6.999838379,0.019229175,1.234383722,0.169555644,4.382088679,14.3852,0.232,3.741092169,0.51387853,2.01154717,12.9931,0.232,2.503478436,0.34387921
240,SP1 DT4 2007,2007,0.654186991,3.954549017,0.032606251,0.811689404,0.107510888,3.297101754,12.761,0.232,3.203780416,0.424351083,2.36087193,20.1856,0.232,3.046017785,0.403454912
241,SP1 DT4 2008,2008,0.608710114,5.375431034,0.017240098,1.274038672,0.232606573,4.28461,15.0812,0.232,3.614368508,0.659890388,1.743993333,6.7285,0.232,1.783340557,0.32559195
242,SP1 DT4 2009,2009,0.568826957,2.250215517,0.109366161,0.830608997,0.339094703,1.972166667,3.7123,0.232,1.326764731,0.541649433,1.024733333,1.7401,0.232,0.494460193,0.201862529
243,SP1 DT4 2010,2010,0.425350115,1.89996552,0.026313402,0.478807396,0.071376392,4.062913333,15.5452,0.232,3.94047255,0.587410966,1.871608889,9.2808,0.232,1.888772243,0.281561542
244,SP1 DT4 2011,2011,0.509722235,5.062385519,0.018180393,0.837463479,0.077094762,5.251881356,15.5452,0.232,3.948999237,0.363534846,2.385059322,12.181,0.232,2.758179873,0.253911038
245,SP1 DT4 2012,2012,0.477188057,7.375646552,0.017240098,1.024940321,0.066717932,7.142439831,18.3295,0.232,4.63913623,0.301982047,2.742921186,27.0302,0.232,3.302813941,0.214994875
246,SP1 DT5 2009,2009,0.960014799,14.99956901,0.019606352,1.938636098,0.08184928,6.063090553,17.1694,0.232,4.015928445,0.169552632,4.61638057,38.3991,0.232,5.698889159,0.240607289
247,SP1 DT5 2010,2010,0.930930953,14.29178938,0.017044119,1.908711,0.089188208,6.496016594,17.1694,0.232,3.923296085,0.183323587,4.985604367,39.7912,0.232,5.884237622,0.274952367
248,SP1 DT5 2011,2011,0.912266692,11.2497037,0.017240098,1.718999639,0.096701285,6.103702532,16.4733,0.232,3.370572242,0.189609502,5.778431013,36.5429,0.232,7.651118311,0.430409032
249,SP1 DT5 2012,2012,1.677399391,12.81214309,0.020406548,2.242920503,0.138304403,4.65978327,14.3852,0.232,4.271964544,0.263420619,5.47801597,35.0348,0.232,5.74143288,0.354031918
250,SP1 DT5 2013,2013,2.155013736,14.9989944,0.01851704,2.873494992,0.142609162,4.567796305,14.3852,0.232,3.624490102,0.179880423,8.341520197,37.703,0.232,8.087895051,0.401395492
251,SP1 DT5 2014,2014,1.650565869,14.99906623,0.017855768,2.538018837,0.124436611,4.067576202,15.3132,0.232,3.29070367,0.161340021,6.265611779,39.2112,0.232,6.711959837,0.329080906
252,SP1 DT5 2015,2015,0.94028649,12.25096983,0.019735275,1.630082455,0.089327968,5.248637538,15.5452,0.232,3.423685487,0.187616809,4.503804505,38.3991,0.232,5.415165518,0.296749242
253,SP1 DT5 2016,2016,0.456987921,5.812358582,0.04999569,0.717483769,0.072849439,6.20948866,12.761,0.232,3.103256197,0.315087928,3.621394845,11.0208,0.232,2.27991157,0.231489947
254,SP1 DT5 2017,2017,0.870164664,4.402820679,0.017240098,1.235709214,0.139916516,6.680947436,16.2413,0.232,4.155582841,0.470527101,7.998687179,39.6752,0.232,12.14634903,1.375303206
255,SR1 706 2016,2016,1.57002327,142.8865302,0.005050109,6.327165245,0.086959535,5.56638725,22.9698,0.232,3.713897389,0.051043205,6.262416226,231.6705,0.232,16.38545605,0.225199056
256,SR1 782 2007,2007,0.497379409,13.75028133,0.025362238,0.760119992,0.026824052,26.95902279,77.2239,0.9775,18.22487727,0.643141953,12.24818568,39.5895,0.9776,7.088264758,0.250139431
257,SR1 782 2008,2008,0.320025934,10.25017903,0.023811496,0.561775799,0.02176837,39.53513679,86.0215,0.9775,18.96583949,0.734911352,13.80192703,38.612,0.9776,6.031686128,0.23372309
258,SR1 782 2009,2009,0.285791716,9.000153453,0.016666932,0.508619644,0.014079521,39.35386391,89.9316,0.9775,17.7744417,0.492029013,13.17775655,39.5894,0.9776,6.158754714,0.17048558
259,SR1 782 2010,2010,0.36681694,5.750076726,0.01851915,0.545813195,0.019543247,31.25047064,73.3138,0.9775,19.42884756,0.695664336,10.97827321,39.5894,0.9776,6.189142286,0.221606842
260,SR1 782 2011,2011,0.328796745,2.500051151,0.016668088,0.370654697,0.021188919,32.94488431,84.0665,0.9775,18.27138136,1.04450535,13.40892549,38.6119,0.9776,7.6592875,0.437852323
261,TJM 319 2016,2016,2.077576183,474.287931,0.018291145,15.8250937,0.345908852,6.970869804,18.0975,0.232,3.684133145,0.080528703,8.268965265,220.0696,0.232,18.59004788,0.406345911
262,TJM 498 2016,2016,1.001195145,380.7803879,0.007935856,6.187896527,0.077812096,8.289822296,21.1137,0.232,4.011411387,0.050443042,5.498103321,236.0789,0.232,13.53443698,0.170194007
263,TJP 032 2016,2016,3.354425472,512.2911638,0.009090197,14.89177575,0.118785016,5.057184946,18.0975,0.232,3.270396843,0.026086489,11.49283772,237.7031,0.232,27.30360476,0.217788609
264,TJP 080 2016,2016,1.838835175,111.5088362,0.007575164,5.254086007,0.057525723,6.425152733,19.0255,0.232,4.119628411,0.04510482,9.074642592,217.7494,0.232,18.85284802,0.206415295
265,TJP 081 2016,2016,9.768618577,306.274569,0.042853449,24.81267369,0.460283873,4.673347213,12.761,0.232,2.650089184,0.049160092,37.77985654,237.123,0.232,61.48574974,1.140582406
266,TJP 446 2016,2016,1.88210089,319.0256466,0.010203274,8.824468779,0.091143583,6.732649019,18.5615,0.232,3.965520432,0.040957903,6.403637295,214.0372,0.232,14.84794659,0.153357112
267,TJP DT1 2016,2016,3.616789738,423.5338362,0.010203274,14.32261551,0.15661786,4.917390649,24.1299,0.232,3.822325243,0.041797142,11.35275047,237.123,0.232,25.90123048,0.283230062
268,TJP DTX 2016,2016,2.169148226,174.1390086,0.011362746,7.392746539,0.09113661,6.341055182,20.1856,0.232,3.882185569,0.04785897,7.815080395,236.775,0.232,17.50626139,0.215814421
269,TJP OP2 2016,2016,2.440213941,158.5127155,0.010203274,7.875995622,0.092479746,5.163876906,17.4014,0.232,3.38156141,0.03970621,9.013308231,198.2599,0.232,17.78699242,0.208854425
270,TP1 001 2016,2016,4.010253438,266.2713362,0.005375921,13.50378143,0.185611317,5.765703968,25.29,0.232,4.65890988,0.064037352,14.50595694,237.4711,0.232,29.59671818,0.406810927
